arms: 16	 bArms: 2	 timestep: 2000000	 regret: 10171 	 cumulativeReward: 1417049.00 	 bestCumulativeReward: 1427220.00 
arms: 16	 bArms: 0	 timestep: 2000000	 regret: 5813 	 cumulativeReward: 1026573.00 	 bestCumulativeReward: 1032386.00 
arms: 16	 bArms: 0	 timestep: 2000000	 regret: 9404 	 cumulativeReward: 1022455.00 	 bestCumulativeReward: 1031859.00 
arms: 16	 bArms: 1	 timestep: 2000	 regret: 523 	 cumulativeReward: 511.25 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 1	 timestep: 2000	 regret: 523 	 cumulativeReward: 511.25 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 1	 timestep: 2000	 regret: 523 	 cumulativeReward: 511.25 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 1	 timestep: 2000	 regret: 521 	 cumulativeReward: 512.75 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 0	 timestep: 2000	 regret: 532 	 cumulativeReward: 502.50 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 1	 timestep: 2000	 regret: 542 	 cumulativeReward: 491.75 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 0	 timestep: 2000	 regret: 550 	 cumulativeReward: 484.00 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 1	 timestep: 2000	 regret: 619 	 cumulativeReward: 415.25 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 1	 timestep: 2000	 regret: 619 	 cumulativeReward: 415.25 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 0	 timestep: 2000	 regret: 634 	 cumulativeReward: 400.00 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 1	 timestep: 2000	 regret: 618 	 cumulativeReward: 415.75 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 1	 timestep: 2000	 regret: 618 	 cumulativeReward: 415.75 	 bestCumulativeReward: 1034.50 
arms: 16	 bArms: 5	 timestep: 2000	 regret: 769 	 cumulativeReward: 264.75 	 bestCumulativeReward: 1034.50 
